Number,Timestamp,Gender,Age,Breed,Household Cats,Housing,Area,Ext,Obs,Shy,Calm,Scared,Intelligent,Vigilent,Persistent,Affectionate,Friendly,Solitary,Rough,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBirds,PredMamm,Additional Comments
136,1154,2,2,12,4,2,0,0,2,1,4,1,5,3,3,4,5,3,3,5,3,3,3,3,3,0,0,8
2084,1449,2,3,12,1,2,1,0,2,1,4,1,4,4,4,3,1,4,3,4,4,3,3,1,0,0,0,95
1593,1479,1,0,12,2,1,0,0,2,4,4,5,3,4,4,4,3,3,3,2,1,3,3,3,2,3,4,292
67,1416,2,3,12,3,3,1,0,3,1,2,1,5,5,5,5,5,1,3,4,4,4,5,2,2,0,0,67
1913,829,1,2,12,2,1,0,2,3,2,4,2,5,4,4,5,5,1,1,3,1,2,2,4,2,0,0,239
136,773,2,3,12,2,0,2,0,2,1,4,1,5,3,3,4,5,3,3,5,3,3,3,3,1,0,0,184
2759,1517,2,0,12,3,3,1,0,2,5,5,3,5,5,4,5,3,4,1,1,2,1,3,3,0,0,0,67
2759,1503,2,0,12,0,3,1,0,2,5,5,3,5,5,4,5,3,4,1,1,2,1,3,3,3,0,0,8
2439,773,2,2,12,0,0,1,0,3,1,1,3,4,3,3,2,1,2,3,1,3,3,3,2,2,1,0,292
1201,445,1,0,12,4,2,1,2,2,3,2,2,4,3,4,4,4,2,3,3,1,4,4,3,3,0,0,80
2942,775,2,3,12,1,3,0,2,2,4,4,5,4,5,5,2,2,4,1,1,1,3,4,2,1,0,0,65
2852,91,1,0,12,0,3,1,1,3,2,4,2,3,3,3,4,4,2,1,3,2,1,3,2,3,0,0,121
930,1149,2,1,12,3,0,1,1,3,1,1,1,5,5,5,5,5,1,1,4,1,1,1,5,1,0,0,239
2914,1154,1,0,12,2,3,2,0,2,1,4,1,5,4,3,4,3,2,2,2,1,2,3,3,1,0,0,270
2229,1431,1,3,12,3,0,1,2,2,5,5,2,5,3,3,4,3,3,1,3,1,1,1,1,2,0,0,8
1359,559,1,2,12,2,0,2,0,2,3,3,3,5,5,5,5,5,3,3,4,3,3,4,4,1,0,0,65
1503,736,1,2,12,0,0,1,1,2,1,2,4,5,3,4,2,3,5,4,3,3,4,2,5,0,0,0,239
136,1416,1,0,12,3,3,1,0,2,1,4,1,5,3,3,4,5,3,3,5,3,3,3,3,0,0,0,65
1601,279,1,3,12,5,3,1,4,1,1,2,1,5,5,5,3,5,5,2,5,1,3,3,3,2,3,4,245
2663,1503,2,2,12,1,1,1,1,3,1,3,4,4,3,4,3,4,4,3,4,4,3,3,4,2,0,1,121
2439,711,2,0,12,2,1,2,0,3,1,1,3,4,3,3,2,1,2,3,1,3,3,3,2,2,1,0,245
595,563,1,3,12,5,2,1,3,3,5,5,5,5,4,3,5,2,5,2,2,2,2,4,4,3,1,4,292
816,1479,2,2,12,4,2,2,3,2,1,3,3,5,5,4,4,5,1,1,1,1,1,4,2,2,1,0,184
2056,921,1,0,12,0,0,0,2,2,1,4,1,5,4,3,4,4,1,1,5,5,3,4,3,1,0,1,292
2084,516,2,0,12,5,1,1,0,2,1,4,1,4,4,4,3,1,4,3,4,4,3,3,1,2,0,0,245
2763,829,1,3,12,2,1,1,1,2,4,5,3,5,5,5,5,2,2,1,2,3,2,4,2,2,0,0,184
2759,1056,2,0,12,1,0,1,0,2,5,5,3,5,5,4,5,3,4,1,1,2,1,3,3,0,0,0,184
295,1416,1,2,12,5,2,0,2,2,1,4,4,4,4,4,4,4,4,1,1,4,4,4,4,0,3,3,245
2901,563,2,0,12,1,1,1,0,2,1,2,1,5,5,5,5,5,2,1,3,1,3,5,3,3,0,0,8
2054,1517,1,1,12,5,2,1,2,2,1,1,1,5,5,5,4,3,2,1,2,1,5,4,4,1,0,1,189
2226,1148,2,1,2,1,3,0,1,1,4,5,1,4,3,5,5,3,4,1,1,1,1,4,3,1,0,0,190
2738,734,1,2,2,0,1,2,1,2,4,4,4,4,4,4,4,4,3,3,4,5,3,5,3,0,0,0,292
1947,521,1,2,2,0,1,2,0,2,2,4,2,5,5,5,4,4,2,1,1,1,2,4,5,1,0,0,292
1659,496,1,3,2,0,3,2,2,1,4,5,5,4,3,2,3,4,1,1,1,1,1,4,2,1,1,0,240
2093,834,2,0,2,0,1,0,0,2,4,4,5,4,4,4,3,4,4,2,2,4,2,4,4,1,0,0,292
1105,650,2,3,2,1,3,1,0,2,1,4,3,3,5,4,5,4,2,2,5,1,2,4,1,2,0,0,292
2447,458,2,3,2,0,3,0,1,2,1,4,1,5,5,5,4,2,2,4,4,4,4,4,2,0,1,1,165
2000,607,1,3,2,5,1,0,0,3,1,3,1,5,5,5,5,4,1,1,1,1,1,3,1,1,0,0,292
91,611,1,3,2,3,0,1,0,2,1,4,1,3,4,3,5,4,2,3,3,3,3,2,4,3,0,0,56
2516,153,2,3,2,0,1,2,0,2,3,2,1,4,4,4,3,3,4,3,4,3,4,4,1,0,0,0,292
1085,603,1,3,2,1,2,1,1,1,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,2,0,0,292
1232,876,2,3,2,1,3,1,3,2,3,3,1,3,4,3,3,3,4,3,4,3,3,3,4,2,0,1,292
1062,568,1,2,2,0,2,1,0,2,2,5,3,5,5,5,4,5,4,1,2,3,3,3,3,2,0,0,292
1932,468,2,2,2,1,0,1,0,2,1,2,1,4,2,5,3,3,2,5,5,4,5,2,4,1,0,0,292
1094,627,1,1,2,1,2,1,0,2,1,5,2,3,2,4,5,5,1,5,2,2,1,3,4,2,0,0,292
1113,662,1,3,2,1,1,2,1,3,5,5,2,4,5,3,2,1,4,1,1,1,2,4,2,2,0,0,292
2687,620,2,0,2,0,3,0,1,2,2,4,3,3,3,3,4,4,2,2,4,3,3,3,4,0,0,0,292
1589,609,1,3,2,1,2,1,3,3,1,2,2,4,4,4,2,4,1,1,3,3,2,4,1,1,3,1,292
2272,1269,1,3,2,2,1,2,0,2,4,4,3,4,4,4,4,2,1,1,3,2,4,2,3,1,0,0,292
1066,574,2,2,2,1,2,1,0,3,2,5,1,5,4,5,5,4,2,1,1,1,1,4,1,2,0,0,292
1942,488,2,0,2,0,2,1,1,2,1,3,3,4,4,2,4,4,1,1,1,1,1,1,4,1,0,0,292
1077,590,2,3,2,0,1,0,3,3,5,3,4,3,3,1,4,4,3,1,2,4,2,5,2,2,0,0,34
1037,528,2,0,2,0,2,2,1,2,2,4,1,4,4,4,4,2,4,2,2,1,1,3,4,2,0,0,292
1032,523,1,0,2,0,2,1,0,2,3,3,4,4,2,4,5,4,3,2,3,3,3,3,4,2,0,0,292
2697,636,1,0,2,3,3,0,1,3,4,4,3,1,1,1,4,4,1,1,1,1,1,4,4,0,0,0,142
1941,487,1,2,2,0,3,0,1,3,4,4,4,5,4,5,5,2,4,1,1,1,1,1,4,1,0,0,215
2737,729,2,2,2,0,1,2,0,2,2,3,1,4,4,5,4,3,2,3,4,1,5,4,4,0,0,0,139
1840,222,1,3,2,5,2,0,2,2,2,5,3,4,4,2,4,5,2,1,1,1,1,4,4,1,0,1,225
1658,482,2,3,2,0,3,1,1,2,1,5,2,4,3,3,5,4,1,1,1,1,1,5,4,1,1,4,241
591,503,1,2,2,0,3,2,2,2,2,4,2,3,2,3,4,4,2,2,3,3,2,4,3,2,1,1,292
111,732,2,0,2,1,0,2,0,2,1,3,2,4,5,5,3,5,4,1,1,1,2,3,5,3,0,1,292
2787,826,2,0,2,0,1,2,1,2,2,5,3,5,4,4,5,4,2,3,3,3,3,2,4,0,0,0,292
2632,494,1,0,2,0,1,0,1,3,1,5,5,4,4,4,5,4,3,1,1,1,1,1,4,0,0,0,292
2013,640,2,2,2,0,1,2,0,3,1,2,3,5,4,4,4,5,2,2,2,1,2,3,4,1,0,0,292
73,535,1,0,2,0,2,1,0,3,4,4,3,4,4,4,4,4,3,2,1,3,2,3,3,3,0,0,292
1021,465,2,3,2,2,2,1,0,2,2,5,1,5,5,5,5,5,1,1,1,1,1,5,2,2,0,0,292
2631,490,1,0,2,0,1,0,1,2,2,4,4,3,4,4,3,4,4,4,3,2,4,2,4,0,0,0,292
2622,471,2,3,2,1,3,2,0,2,1,4,1,4,3,5,5,5,2,3,5,4,4,4,3,0,0,0,292
1933,480,1,2,2,0,3,2,1,3,1,4,4,5,5,4,2,5,4,2,2,5,3,3,4,1,0,0,292
2704,653,2,0,2,0,3,2,2,2,2,5,2,3,3,4,4,4,4,1,2,2,2,4,4,0,0,0,292
1416,1268,2,3,2,4,2,1,3,2,1,4,1,5,5,5,5,5,4,1,5,1,4,3,1,2,0,4,292
1100,642,2,0,2,0,2,1,0,3,1,4,2,5,5,5,5,5,1,1,2,2,2,2,4,2,0,0,292
2800,853,2,0,2,0,1,2,0,2,4,4,3,5,4,4,3,5,3,2,2,3,1,4,3,0,0,0,292
2012,638,1,3,2,0,3,2,1,2,2,5,2,3,5,3,3,4,3,1,3,3,2,5,2,1,0,0,292
2066,751,1,3,2,3,1,2,1,3,3,5,4,5,5,3,5,2,1,1,3,1,3,5,3,1,0,0,292
2060,739,2,3,2,5,3,0,0,3,4,5,1,3,4,4,3,1,2,1,5,3,1,5,5,1,0,0,205
1195,810,1,3,2,2,3,2,0,3,3,4,2,5,5,3,4,3,4,1,1,3,1,1,1,2,0,0,249
2618,460,2,0,2,0,3,2,0,3,4,4,3,5,4,5,5,2,1,1,1,1,1,4,4,0,0,0,292
109,720,1,3,2,5,3,2,0,2,1,4,1,1,2,5,4,4,2,2,5,4,2,4,1,3,0,0,292
2025,664,1,3,2,5,2,0,2,2,1,5,1,5,5,5,5,3,4,1,1,1,1,1,5,1,0,0,209
2710,674,2,0,2,1,3,2,0,3,1,2,2,5,3,4,5,5,1,2,2,1,4,4,3,0,0,0,292
2064,748,2,3,2,0,3,0,0,2,1,5,4,5,5,5,5,5,1,1,1,1,1,5,1,1,0,0,292
1034,526,1,3,2,0,2,1,0,2,1,4,1,3,4,3,4,4,2,1,1,3,2,4,4,2,0,0,292
1931,467,1,3,2,1,0,1,0,2,1,4,4,5,5,5,5,5,2,1,2,2,1,4,2,1,0,0,292
2673,585,1,0,2,0,1,1,2,1,4,4,4,5,4,4,5,3,3,2,2,3,2,4,3,0,0,0,292
1027,507,1,3,2,1,2,0,0,2,3,5,4,5,5,5,5,4,4,1,4,4,1,4,1,2,0,0,292
1102,644,2,3,2,0,2,1,0,2,5,4,3,3,5,4,3,3,5,1,3,3,1,4,2,2,0,0,36
592,513,2,2,2,1,2,1,2,2,3,5,1,4,3,5,5,5,4,3,1,2,1,4,2,2,1,4,292
2803,862,1,2,2,1,3,0,2,3,4,5,3,5,5,5,5,5,4,1,1,1,1,5,4,0,0,0,292
1205,828,1,2,2,0,3,2,0,1,5,5,3,5,5,4,5,2,5,1,1,3,1,4,1,2,0,0,292
123,842,2,0,2,0,0,2,0,3,1,4,3,4,4,4,4,5,1,2,3,3,4,4,4,3,0,0,292
1024,498,1,3,2,0,0,2,2,3,3,2,3,5,3,3,4,2,1,1,3,3,2,3,2,2,0,0,276
2779,818,2,3,2,3,1,2,1,2,1,3,1,4,4,4,5,5,3,4,5,2,1,4,2,0,0,0,134
1118,668,2,1,2,3,2,1,1,2,2,5,1,5,5,4,5,2,2,1,1,1,1,4,2,2,0,1,283
1930,463,2,0,2,0,2,1,0,3,2,4,3,4,3,3,4,4,4,1,3,3,3,4,3,1,0,0,216
2621,470,1,2,2,0,3,1,0,1,1,2,2,4,4,4,4,1,1,1,1,1,1,1,1,0,0,0,292
1935,483,2,2,2,0,1,2,0,2,4,5,3,5,5,5,5,3,2,1,3,3,1,3,3,1,0,0,292
1033,525,2,0,2,1,2,0,0,3,1,4,3,2,2,2,2,4,1,3,3,2,3,3,3,2,0,0,5
2109,877,1,3,2,5,2,1,0,3,1,5,1,4,3,3,5,5,3,1,1,1,1,5,4,1,0,0,292
2640,522,2,2,2,0,1,0,1,2,4,3,4,5,2,5,5,4,4,2,1,3,2,4,5,0,0,0,148
1019,462,2,0,2,2,2,1,0,3,1,1,1,5,3,2,2,3,2,4,3,1,3,5,3,2,0,0,292
2637,511,1,3,2,0,1,0,0,2,4,4,3,4,5,5,2,2,4,1,3,3,4,5,3,0,0,0,292
2626,477,2,2,2,0,0,2,0,2,5,3,4,5,5,5,5,3,3,1,3,1,4,4,5,0,0,0,292
1929,459,2,0,2,0,1,0,1,2,2,2,2,5,5,5,4,4,4,1,3,3,4,4,3,1,0,0,292
1362,1159,2,2,2,1,1,0,1,2,4,4,4,4,4,4,4,1,4,1,1,1,1,4,4,2,0,0,292
2072,758,2,2,2,2,3,2,1,2,1,5,1,5,1,1,4,4,5,4,1,1,1,1,1,1,0,0,292
1103,646,2,2,2,1,2,1,0,2,1,3,1,3,3,3,3,3,1,2,3,3,3,3,3,2,0,0,292
1226,867,1,2,2,1,3,0,0,3,2,5,1,5,5,5,5,4,1,1,5,1,1,5,4,2,0,0,292
69,508,1,3,2,0,3,2,0,1,4,5,3,4,4,4,5,3,4,1,1,1,1,3,4,3,0,0,78
110,725,2,0,2,0,0,2,0,2,1,3,3,4,5,4,4,4,2,1,1,1,2,3,5,3,0,0,292
1090,617,2,0,2,0,3,0,1,3,3,4,3,5,5,5,3,3,3,1,1,1,1,1,2,2,0,0,42
2639,517,1,2,2,1,1,2,1,1,1,3,1,1,2,2,2,3,1,1,1,1,1,2,2,0,0,0,292
1996,602,1,3,2,0,2,1,1,1,2,4,3,4,4,4,2,4,4,1,1,3,2,4,4,1,0,2,292
1987,596,2,3,2,1,3,0,0,2,2,4,1,5,4,5,5,2,4,2,1,1,1,4,4,1,0,0,292
1211,837,2,2,2,0,2,0,0,2,4,3,4,5,4,4,4,4,3,1,2,1,1,1,1,2,0,0,292
682,888,1,3,2,4,2,1,3,2,2,2,4,4,4,5,4,1,4,1,2,2,3,4,3,2,1,4,79
2014,649,1,3,2,0,3,2,0,2,2,5,2,5,3,4,5,5,1,1,1,4,5,1,3,1,0,0,292
2630,489,1,2,2,1,1,0,0,2,2,3,4,4,3,4,3,3,2,3,3,2,3,2,4,0,0,0,292
88,594,1,3,2,0,0,2,0,2,2,4,1,4,5,5,4,2,1,1,1,1,1,4,4,3,0,0,292
2778,817,2,3,2,2,3,2,1,3,1,4,1,5,4,5,5,5,1,1,1,1,1,4,3,0,0,0,292
1458,1370,1,3,2,5,2,1,0,1,1,5,1,4,3,3,5,4,2,1,1,1,1,5,3,2,0,0,292
2642,524,1,3,2,0,1,2,1,2,1,4,3,4,4,2,2,4,4,2,3,3,2,4,4,0,0,0,147
1842,225,2,2,2,1,3,0,0,2,4,4,3,4,4,4,4,2,3,2,2,2,2,3,2,1,0,0,224
1939,486,1,2,2,0,1,0,1,2,4,5,4,4,4,2,5,2,3,1,2,2,1,2,4,1,0,0,215
1129,689,2,2,2,1,2,1,0,1,3,1,1,1,1,1,1,2,3,2,2,2,2,1,1,2,0,0,292
2625,476,1,3,2,0,0,2,0,3,4,5,2,3,4,2,5,2,2,1,2,2,2,4,4,0,0,0,292
2636,510,2,3,2,0,0,2,0,1,4,4,3,4,2,3,4,3,4,1,1,3,2,4,2,0,0,0,292
362,1198,1,2,2,5,2,1,3,3,1,3,1,5,4,3,5,4,2,1,4,2,3,3,2,2,3,4,292
1927,456,1,3,2,0,1,0,2,1,4,4,3,4,4,2,2,2,4,3,3,3,3,3,3,1,0,0,292
97,632,1,0,2,0,1,2,0,3,1,1,3,3,2,5,2,4,4,5,3,3,4,2,4,3,0,0,292
81,565,2,0,2,0,1,2,0,2,4,4,3,4,5,4,2,1,2,3,3,3,2,4,5,3,0,0,292
2496,113,2,1,2,0,1,2,1,2,4,5,3,4,4,2,5,3,4,1,1,1,1,5,3,0,0,0,292
1656,475,1,3,2,0,3,2,2,2,2,3,1,4,4,4,3,2,4,3,4,4,4,3,3,1,1,1,292
1026,500,1,0,2,0,2,1,0,2,1,2,3,2,2,4,4,4,5,2,4,3,4,2,2,2,0,0,9
2633,495,2,3,2,0,1,2,1,2,4,5,3,4,5,4,4,4,3,1,1,3,1,4,3,0,0,0,292
1023,479,2,3,2,0,2,0,0,2,3,5,2,5,4,4,4,4,3,1,3,1,3,4,2,2,0,0,292
68,505,2,3,2,5,3,2,0,2,4,4,4,5,4,5,4,4,3,1,1,1,1,1,1,3,0,0,292
1562,50,2,0,2,0,1,2,0,2,2,4,3,5,5,4,4,5,2,1,1,3,1,4,2,2,0,0,292
1162,733,1,0,2,0,1,0,0,3,1,2,2,5,3,5,5,4,4,2,3,1,1,1,3,2,0,0,292
1993,600,1,0,2,1,3,0,0,2,2,2,3,4,3,5,4,3,2,4,4,2,4,2,4,1,0,0,292
1943,491,2,1,2,1,3,1,2,2,4,5,2,5,5,5,5,5,3,1,4,3,2,3,2,1,0,2,214
1133,691,2,3,2,5,2,1,2,1,4,5,1,5,3,3,5,4,2,1,2,1,2,4,2,2,0,0,13
1457,1369,1,3,2,5,2,1,0,2,1,4,4,4,4,5,5,4,4,3,4,4,4,4,1,2,0,0,292
1030,512,2,3,2,1,2,1,1,2,1,4,4,3,4,3,5,5,1,1,1,1,1,5,5,2,0,0,292
1287,964,2,3,2,1,2,1,1,3,4,5,2,4,5,5,3,1,4,1,1,1,1,4,1,2,0,1,292
1936,484,2,0,2,0,3,2,0,3,2,4,2,4,4,3,3,4,1,2,3,3,4,4,4,1,0,0,292
2644,531,2,3,2,1,0,2,0,2,4,5,2,4,4,4,3,3,4,2,4,5,1,5,1,0,0,0,292
2619,461,1,3,2,0,1,2,1,3,1,4,1,5,5,5,5,5,2,1,3,1,1,5,3,0,0,0,292
2027,672,1,2,2,2,1,2,1,2,3,3,3,3,2,2,3,3,3,1,3,1,1,1,3,1,0,0,292
2011,630,2,1,2,2,3,1,0,3,1,5,1,4,1,1,5,3,4,1,3,1,1,4,1,1,0,0,210
593,514,1,3,2,1,2,1,2,2,4,4,2,5,5,5,4,2,5,1,4,4,3,2,2,2,1,2,292
631,673,2,3,2,2,3,1,3,2,1,5,1,3,1,1,4,4,4,1,1,1,1,5,3,2,1,1,292
2021,657,2,2,2,1,1,0,2,3,4,4,2,4,3,4,4,2,3,4,2,2,2,4,2,1,0,0,292
1031,520,1,3,2,0,3,0,0,2,2,4,3,4,4,4,4,1,2,1,3,3,2,4,4,2,0,0,273
79,557,2,2,2,1,3,0,0,2,4,4,2,4,5,4,5,4,4,1,2,1,1,4,2,3,0,0,69
2623,472,1,3,2,2,2,1,0,1,3,5,3,3,2,3,5,4,2,1,2,2,1,4,4,0,0,0,292
1041,533,1,3,2,0,1,2,1,2,2,4,5,4,5,4,4,4,4,2,4,5,4,3,4,2,0,0,292
1709,969,1,2,2,1,3,1,2,2,4,4,2,5,5,4,4,3,4,1,2,1,2,2,1,1,1,1,235
2799,850,2,2,2,0,0,2,1,2,5,5,2,4,5,1,1,1,1,1,1,1,1,3,1,0,0,3,132
1071,581,1,3,2,1,3,0,1,2,4,4,4,4,3,3,4,1,4,2,1,2,1,3,3,2,0,0,6
1938,485,2,3,2,0,1,2,1,2,4,3,4,5,4,5,4,4,2,1,3,4,4,4,5,1,0,0,292
2805,869,1,3,2,0,1,2,1,1,4,4,4,4,4,4,4,4,2,1,1,2,2,4,4,0,0,0,292
2749,757,2,3,2,1,1,2,1,2,4,4,3,4,3,3,5,5,3,2,2,2,3,4,3,0,0,0,292
660,787,2,3,2,0,3,2,3,2,1,4,1,5,5,5,4,5,3,1,4,4,3,3,3,2,1,1,292
1928,457,2,0,2,0,3,2,0,2,4,5,3,4,5,4,4,4,1,1,1,1,1,4,4,1,0,0,292
1657,478,1,3,2,0,3,2,2,2,3,4,3,5,5,5,3,2,3,1,1,2,3,4,3,1,1,1,292
2502,126,1,3,2,1,1,0,2,2,3,2,3,4,4,3,2,1,4,1,4,1,1,3,3,0,0,0,292
1581,613,2,3,2,1,2,1,3,3,4,3,4,4,4,3,4,2,3,1,4,3,1,4,4,1,4,4,292
93,619,2,2,2,0,0,2,0,2,3,3,3,5,5,5,4,2,3,4,5,3,5,4,5,3,0,1,52
1684,754,2,3,2,0,2,1,2,2,4,5,4,5,5,5,4,4,5,1,1,1,1,1,4,1,1,1,292
151,1022,1,2,2,1,0,2,0,2,5,5,5,4,5,2,1,3,5,1,1,1,1,3,3,3,0,0,292
2019,652,2,3,2,0,2,2,0,2,2,4,4,3,4,4,5,4,4,1,1,2,2,4,3,1,0,0,292
1089,612,1,0,2,4,2,1,0,2,1,4,1,5,4,5,5,4,1,3,1,1,2,4,4,2,0,0,292
1677,703,1,3,2,0,2,0,4,1,4,4,3,4,4,4,2,2,4,1,1,3,1,4,2,1,1,1,292
86,583,2,3,2,0,0,2,0,2,2,5,1,5,4,4,5,3,4,2,2,1,1,4,5,3,0,0,292
2674,587,2,0,2,0,1,2,1,2,1,3,1,4,2,3,5,4,2,1,2,2,4,4,4,0,0,0,292
1197,815,2,3,2,1,3,0,0,2,3,4,3,4,5,5,4,4,3,1,4,3,1,5,2,2,0,0,292
70,519,1,0,2,0,1,0,0,3,2,5,1,5,5,5,5,4,2,5,1,1,1,3,5,3,0,0,292
1020,464,2,1,2,1,3,0,2,2,2,5,2,5,2,3,5,4,1,1,3,2,1,4,2,2,0,1,292
1645,260,2,3,2,1,2,1,1,1,1,4,3,4,4,3,2,3,4,2,2,3,2,4,4,1,1,1,242
2950,160,2,2,8,2,2,0,0,3,2,3,2,4,3,3,5,5,2,2,3,1,2,4,3,0,0,0,203
2782,681,2,0,8,1,0,2,1,2,2,4,1,3,5,3,2,1,2,1,1,1,1,5,5,2,0,0,206
1325,255,1,3,8,1,1,0,4,2,3,4,2,5,5,4,5,3,2,1,1,2,2,4,1,1,0,3,81
3038,382,2,0,8,4,1,2,0,3,4,4,3,4,3,2,3,3,3,1,2,2,2,2,2,3,0,0,213
2449,782,1,2,8,2,3,2,1,2,1,3,1,4,2,5,5,4,2,3,3,1,2,3,4,0,1,0,94
1510,712,2,2,8,0,1,0,3,2,3,4,1,4,4,4,3,2,4,2,4,3,3,3,3,2,0,2,49
2950,1004,1,0,8,1,1,0,0,3,2,3,2,4,3,3,5,5,2,2,3,1,2,4,3,0,0,0,166
676,1117,1,0,8,1,2,1,2,1,1,4,1,4,1,3,4,4,1,3,4,4,3,3,3,2,1,1,254
2505,1209,1,3,8,4,2,1,0,2,3,3,1,4,4,3,4,4,1,1,1,1,1,1,3,0,0,0,138
272,441,2,2,8,0,3,1,2,2,2,4,1,5,5,5,5,5,2,1,3,1,1,3,3,3,4,4,110
554,1087,1,1,8,5,2,1,1,2,1,2,2,5,4,3,5,5,1,2,3,3,4,4,4,2,1,0,166
2899,685,2,1,8,4,3,2,0,2,1,3,1,5,4,5,5,5,3,1,3,1,1,5,3,3,0,0,113
2967,142,2,3,8,3,2,1,0,2,4,5,2,4,3,4,4,4,4,1,1,1,1,4,4,0,0,0,159
902,553,1,0,8,0,0,0,0,2,4,3,1,4,4,3,2,3,4,3,4,3,2,4,3,2,0,0,101
2032,1004,2,0,8,5,2,2,0,2,1,5,1,5,4,4,5,5,1,1,1,1,1,1,1,3,0,0,220
1049,1514,2,3,8,5,3,0,1,1,4,4,4,4,4,4,4,4,4,1,4,1,2,2,4,1,0,1,73
272,386,1,1,8,3,2,2,2,2,2,4,1,5,5,5,5,5,2,1,3,1,1,3,3,0,4,4,49
1887,742,2,0,8,1,2,2,1,3,1,5,1,4,4,5,5,5,1,2,1,1,4,3,4,1,0,0,81
90,675,1,3,8,5,0,2,0,3,1,5,3,4,4,3,5,5,3,1,1,3,3,4,4,3,0,0,29
1510,699,1,2,8,1,1,1,3,2,3,4,1,4,4,4,3,2,4,2,4,3,3,3,3,2,0,2,2
2070,306,2,1,8,4,3,2,1,2,2,4,3,5,5,3,5,4,1,1,1,3,1,2,5,1,0,0,206
1514,1439,1,2,8,1,3,2,0,3,2,3,5,5,2,5,5,5,1,1,3,4,3,5,4,3,0,0,237
2726,177,2,3,8,2,0,1,2,2,5,3,4,4,5,2,3,1,3,4,5,4,3,4,3,2,0,0,73
2007,681,1,3,8,1,1,0,3,2,1,5,1,5,2,3,3,5,3,1,1,1,5,4,1,3,0,0,146
2071,386,2,0,8,5,0,2,0,2,4,4,1,5,5,5,5,3,1,1,1,1,1,1,4,2,0,0,167
1325,518,2,2,8,3,0,0,4,2,3,4,2,5,5,4,5,3,2,1,1,2,2,4,1,2,0,3,113
2028,746,1,1,8,1,3,0,2,2,3,5,5,5,4,3,4,2,4,1,1,1,2,3,5,2,0,0,226
3048,809,1,2,8,4,2,1,1,3,2,4,2,4,5,5,5,2,3,2,5,4,3,3,5,0,0,0,130
2050,1394,1,3,8,2,3,0,2,2,4,5,1,4,4,3,4,4,4,2,4,1,2,4,1,1,0,0,292
2276,382,1,2,8,4,0,2,0,2,1,2,1,5,4,5,3,3,3,1,4,4,3,2,1,3,0,0,57
902,797,1,2,8,0,0,0,0,2,4,3,1,4,4,3,2,3,4,3,4,3,2,4,3,3,0,0,168
2028,1360,2,3,8,1,0,0,2,2,3,5,5,5,4,3,4,2,4,1,1,1,2,3,5,3,0,0,138
997,560,1,0,8,0,2,2,2,3,1,4,2,4,3,2,4,4,3,1,4,4,3,4,2,1,0,1,150
1510,959,1,3,8,4,3,2,3,2,3,4,1,4,4,4,3,2,4,2,4,3,3,3,3,0,0,2,118
2465,615,2,0,8,3,3,0,2,2,1,2,1,4,3,3,4,2,1,2,2,1,2,1,2,3,1,3,146
1355,261,1,2,8,3,3,2,0,3,2,3,1,5,5,5,5,3,1,1,3,1,3,4,3,2,0,0,58
952,832,2,1,8,2,2,2,0,2,1,2,1,5,4,4,5,5,1,2,3,3,4,4,3,3,0,0,81
2726,297,1,3,8,4,3,1,2,2,5,3,4,4,5,2,3,1,3,4,5,4,3,4,3,1,0,0,73
2074,762,2,3,8,2,2,0,0,2,4,4,2,4,4,4,5,4,2,2,2,3,2,4,4,1,0,0,213
1322,885,1,1,8,4,1,1,1,2,1,4,2,4,3,4,5,5,1,1,1,1,1,3,3,2,0,0,130
1193,1252,2,1,8,0,1,0,0,2,3,4,2,5,5,5,5,4,3,1,1,1,1,1,3,0,0,0,73
274,997,1,1,8,1,0,0,3,3,4,5,4,5,5,5,5,3,1,1,1,1,2,4,3,1,4,4,220
2032,579,1,0,8,1,2,0,0,2,1,5,1,5,4,4,5,5,1,1,1,1,1,1,1,1,0,0,211
90,1383,2,0,8,0,3,1,0,3,1,5,3,4,4,3,5,5,3,1,1,3,3,4,4,3,0,0,159
2669,158,2,2,8,2,0,0,0,2,4,3,4,4,5,5,3,2,2,2,2,2,2,2,4,0,0,0,167
2773,1168,1,1,8,0,3,1,1,3,4,5,2,3,2,5,5,4,1,1,1,1,4,4,3,3,0,0,275
403,1157,1,0,8,0,1,0,2,2,4,2,1,5,3,4,2,1,4,1,5,3,2,4,4,2,2,4,113
1170,852,2,3,8,2,3,0,0,3,5,4,5,5,5,5,4,1,5,1,3,1,1,3,1,0,0,0,128
1806,675,2,0,8,1,1,2,2,2,2,2,3,5,4,4,5,4,2,1,3,3,2,4,4,2,0,0,220
2627,177,1,1,8,4,1,0,0,2,4,4,3,4,4,3,4,3,4,3,3,3,3,3,3,2,0,0,275
201,687,1,3,8,5,0,1,0,3,2,5,1,5,3,2,5,4,2,1,2,1,2,3,4,3,0,0,94
2967,687,2,0,8,5,2,0,0,2,4,5,2,4,3,4,4,4,4,1,1,1,1,4,4,0,0,0,275
952,605,1,1,8,1,0,1,0,2,1,2,1,5,4,4,5,5,1,2,3,3,4,4,3,2,0,0,21
1049,713,2,0,8,3,2,1,1,1,4,4,4,4,4,4,4,4,4,1,4,1,2,2,4,1,0,1,150
969,386,2,1,8,2,3,2,0,2,1,4,1,5,4,4,4,2,2,2,4,3,2,2,2,0,0,0,237
